Sector económico;Sexo;Comunidades y Ciudades Autónomas;Periodo;Total
Total;Ambos sexos;11 Extremadura;2016T3;372,5
Total;Ambos sexos;11 Extremadura;2016T2;365,7
Total;Ambos sexos;11 Extremadura;2016T1;357,5
Total;Ambos sexos;12 Galicia;2025T3;1.179,5
Total;Ambos sexos;12 Galicia;2025T2;1.165,5
Total;Ambos sexos;12 Galicia;2025T1;1.150,1
Total;Ambos sexos;12 Galicia;2024T4;1.153,3
Total;Ambos sexos;12 Galicia;2024T3;1.159,4
Total;Ambos sexos;12 Galicia;2024T2;1.135,6
Total;Ambos sexos;12 Galicia;2024T1;1.127,7
Total;Ambos sexos;12 Galicia;2023T4;1.135,9
Total;Ambos sexos;12 Galicia;2023T3;1.143,3
Total;Ambos sexos;12 Galicia;2023T2;1.131,7
Total;Ambos sexos;12 Galicia;2023T1;1.103,3
Total;Ambos sexos;12 Galicia;2022T4;1.104,8
Total;Ambos sexos;12 Galicia;2022T3;1.113,0
Total;Ambos sexos;12 Galicia;2022T2;1.104,1
Total;Ambos sexos;12 Galicia;2022T1;1.092,3
Total;Ambos sexos;12 Galicia;2021T4;1.093,1
Total;Ambos sexos;12 Galicia;2021T3;1.115,0
Total;Ambos sexos;12 Galicia;2021T2;1.079,6
Total;Ambos sexos;12 Galicia;2021T1;1.060,6
Total;Ambos sexos;12 Galicia;2020T4;1.080,9
Total;Ambos sexos;12 Galicia;2020T3;1.082,6
Total;Ambos sexos;12 Galicia;2020T2;1.050,4
Total;Ambos sexos;12 Galicia;2020T1;1.083,0
Total;Ambos sexos;12 Galicia;2019T4;1.096,0
Total;Ambos sexos;12 Galicia;2019T3;1.105,7
Total;Ambos sexos;12 Galicia;2019T2;1.098,8
Total;Ambos sexos;12 Galicia;2019T1;1.080,2
Total;Ambos sexos;12 Galicia;2018T4;1.088,1
Total;Ambos sexos;12 Galicia;2018T3;1.096,5
Total;Ambos sexos;12 Galicia;2018T2;1.075,8
Total;Ambos sexos;12 Galicia;2018T1;1.050,1
Total;Ambos sexos;12 Galicia;2017T4;1.055,8
Total;Ambos sexos;12 Galicia;2017T3;1.072,5
Total;Ambos sexos;12 Galicia;2017T2;1.048,9
Total;Ambos sexos;12 Galicia;2017T1;1.033,6
Total;Ambos sexos;12 Galicia;2016T4;1.049,6
Total;Ambos sexos;12 Galicia;2016T3;1.057,9
Total;Ambos sexos;12 Galicia;2016T2;1.034,0
Total;Ambos sexos;12 Galicia;2016T1;1.021,1
Total;Ambos sexos;13 Madrid, Comunidad de;2025T3;3.520,6
Total;Ambos sexos;13 Madrid, Comunidad de;2025T2;3.581,3
Total;Ambos sexos;13 Madrid, Comunidad de;2025T1;3.515,9
Total;Ambos sexos;13 Madrid, Comunidad de;2024T4;3.501,1
Total;Ambos sexos;13 Madrid, Comunidad de;2024T3;3.419,1
Total;Ambos sexos;13 Madrid, Comunidad de;2024T2;3.431,8
Total;Ambos sexos;13 Madrid, Comunidad de;2024T1;3.406,2
Total;Ambos sexos;13 Madrid, Comunidad de;2023T4;3.361,5
Total;Ambos sexos;13 Madrid, Comunidad de;2023T3;3.320,3
Total;Ambos sexos;13 Madrid, Comunidad de;2023T2;3.361,4
Total;Ambos sexos;13 Madrid, Comunidad de;2023T1;3.269,7
Total;Ambos sexos;13 Madrid, Comunidad de;2022T4;3.235,1
Total;Ambos sexos;13 Madrid, Comunidad de;2022T3;3.215,9
Total;Ambos sexos;13 Madrid, Comunidad de;2022T2;3.236,9
Total;Ambos sexos;13 Madrid, Comunidad de;2022T1;3.186,1
Total;Ambos sexos;13 Madrid, Comunidad de;2021T4;3.191,5
Total;Ambos sexos;13 Madrid, Comunidad de;2021T3;3.139,8
Total;Ambos sexos;13 Madrid, Comunidad de;2021T2;3.135,4
Total;Ambos sexos;13 Madrid, Comunidad de;2021T1;3.119,2
Total;Ambos sexos;13 Madrid, Comunidad de;2020T4;3.067,5
Total;Ambos sexos;13 Madrid, Comunidad de;2020T3;3.005,3
Total;Ambos sexos;13 Madrid, Comunidad de;2020T2;2.962,6
Total;Ambos sexos;13 Madrid, Comunidad de;2020T1;3.147,0
Total;Ambos sexos;13 Madrid, Comunidad de;2019T4;3.174,5
Total;Ambos sexos;13 Madrid, Comunidad de;2019T3;3.096,2
Total;Ambos sexos;13 Madrid, Comunidad de;2019T2;3.093,1
Total;Ambos sexos;13 Madrid, Comunidad de;2019T1;3.032,0
Total;Ambos sexos;13 Madrid, Comunidad de;2018T4;3.035,6
Total;Ambos sexos;13 Madrid, Comunidad de;2018T3;2.991,7
Total;Ambos sexos;13 Madrid, Comunidad de;2018T2;2.987,4
Total;Ambos sexos;13 Madrid, Comunidad de;2018T1;2.948,9
Total;Ambos sexos;13 Madrid, Comunidad de;2017T4;2.927,0
Total;Ambos sexos;13 Madrid, Comunidad de;2017T3;2.942,4
Total;Ambos sexos;13 Madrid, Comunidad de;2017T2;2.902,2
Total;Ambos sexos;13 Madrid, Comunidad de;2017T1;2.856,6
Total;Ambos sexos;13 Madrid, Comunidad de;2016T4;2.860,8
Total;Ambos sexos;13 Madrid, Comunidad de;2016T3;2.833,0
Total;Ambos sexos;13 Madrid, Comunidad de;2016T2;2.831,0
Total;Ambos sexos;13 Madrid, Comunidad de;2016T1;2.817,0
Total;Ambos sexos;14 Murcia, Región de;2025T3;700,8
Total;Ambos sexos;14 Murcia, Región de;2025T2;696,3
Total;Ambos sexos;14 Murcia, Región de;2025T1;676,1
Total;Ambos sexos;14 Murcia, Región de;2024T4;671,9
Total;Ambos sexos;14 Murcia, Región de;2024T3;693,7
Total;Ambos sexos;14 Murcia, Región de;2024T2;683,0
Total;Ambos sexos;14 Murcia, Región de;2024T1;671,7
Total;Ambos sexos;14 Murcia, Región de;2023T4;678,5
Total;Ambos sexos;14 Murcia, Región de;2023T3;674,6
Total;Ambos sexos;14 Murcia, Región de;2023T2;667,7
Total;Ambos sexos;14 Murcia, Región de;2023T1;653,7
Total;Ambos sexos;14 Murcia, Región de;2022T4;660,5
Total;Ambos sexos;14 Murcia, Región de;2022T3;639,5
Total;Ambos sexos;14 Murcia, Región de;2022T2;659,4
Total;Ambos sexos;14 Murcia, Región de;2022T1;643,3
Total;Ambos sexos;14 Murcia, Región de;2021T4;650,8
Total;Ambos sexos;14 Murcia, Región de;2021T3;648,5
Total;Ambos sexos;14 Murcia, Región de;2021T2;644,9
Total;Ambos sexos;14 Murcia, Región de;2021T1;610,8
Total;Ambos sexos;14 Murcia, Región de;2020T4;614,1
Total;Ambos sexos;14 Murcia, Región de;2020T3;618,6
Total;Ambos sexos;14 Murcia, Región de;2020T2;590,1
Total;Ambos sexos;14 Murcia, Región de;2020T1;604,8
Total;Ambos sexos;14 Murcia, Región de;2019T4;611,9
Total;Ambos sexos;14 Murcia, Región de;2019T3;618,1
Total;Ambos sexos;14 Murcia, Región de;2019T2;622,1
Total;Ambos sexos;14 Murcia, Región de;2019T1;602,9
Total;Ambos sexos;14 Murcia, Región de;2018T4;604,6
Total;Ambos sexos;14 Murcia, Región de;2018T3;595,1
Total;Ambos sexos;14 Murcia, Región de;2018T2;596,1
Total;Ambos sexos;14 Murcia, Región de;2018T1;573,3
Total;Ambos sexos;14 Murcia, Región de;2017T4;586,4
Total;Ambos sexos;14 Murcia, Región de;2017T3;582,5
Total;Ambos sexos;14 Murcia, Región de;2017T2;585,8
Total;Ambos sexos;14 Murcia, Región de;2017T1;570,8
Total;Ambos sexos;14 Murcia, Región de;2016T4;571,6
Total;Ambos sexos;14 Murcia, Región de;2016T3;564,9
Total;Ambos sexos;14 Murcia, Región de;2016T2;570,4
Total;Ambos sexos;14 Murcia, Región de;2016T1;542,0
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2025T3;313,9
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2025T2;318,1
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2025T1;311,4
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2024T4;319,0
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2024T3;313,4
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2024T2;313,8
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2024T1;303,9
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2023T4;302,8
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2023T3;303,5
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2023T2;300,1
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2023T1;288,5
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2022T4;297,7
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2022T3;297,7
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2022T2;296,6
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2022T1;290,2
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2021T4;291,1
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2021T3;287,1
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2021T2;285,8
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2021T1;279,4
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2020T4;278,4
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2020T3;279,4
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2020T2;271,5
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2020T1;284,3
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2019T4;287,7
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2019T3;290,4
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2019T2;293,7
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2019T1;283,7
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2018T4;284,8
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2018T3;283,8
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2018T2;284,0
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2018T1;276,1
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2017T4;280,2
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2017T3;279,0
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2017T2;279,7
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2017T1;276,0
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2016T4;277,3
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2016T3;271,2
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2016T2;258,6
Total;Ambos sexos;15 Navarra, Comunidad Foral de;2016T1;262,8
Total;Ambos sexos;16 País Vasco;2025T3;1.001,1
Total;Ambos sexos;16 País Vasco;2025T2;994,7
Total;Ambos sexos;16 País Vasco;2025T1;992,0
Total;Ambos sexos;16 País Vasco;2024T4;980,8
Total;Ambos sexos;16 País Vasco;2024T3;971,7
Total;Ambos sexos;16 País Vasco;2024T2;1.013,5
Total;Ambos sexos;16 País Vasco;2024T1;985,0
Total;Ambos sexos;16 País Vasco;2023T4;1.024,2
Total;Ambos sexos;16 País Vasco;2023T3;994,1
Total;Ambos sexos;16 País Vasco;2023T2;1.000,0
Total;Ambos sexos;16 País Vasco;2023T1;964,6
Total;Ambos sexos;16 País Vasco;2022T4;967,5
Total;Ambos sexos;16 País Vasco;2022T3;979,3
Total;Ambos sexos;16 País Vasco;2022T2;951,7
Total;Ambos sexos;16 País Vasco;2022T1;970,6
Total;Ambos sexos;16 País Vasco;2021T4;975,1
Total;Ambos sexos;16 País Vasco;2021T3;957,3
Total;Ambos sexos;16 País Vasco;2021T2;937,0
Total;Ambos sexos;16 País Vasco;2021T1;917,9
Total;Ambos sexos;16 País Vasco;2020T4;920,1
Total;Ambos sexos;16 País Vasco;2020T3;920,5
Total;Ambos sexos;16 País Vasco;2020T2;899,6
Total;Ambos sexos;16 País Vasco;2020T1;930,0
Total;Ambos sexos;16 País Vasco;2019T4;933,3
Total;Ambos sexos;16 País Vasco;2019T3;930,0
Total;Ambos sexos;16 País Vasco;2019T2;945,2
Total;Ambos sexos;16 País Vasco;2019T1;935,9
Total;Ambos sexos;16 País Vasco;2018T4;930,6
Total;Ambos sexos;16 País Vasco;2018T3;921,5
Total;Ambos sexos;16 País Vasco;2018T2;928,7
Total;Ambos sexos;16 País Vasco;2018T1;913,3
Total;Ambos sexos;16 País Vasco;2017T4;915,9
Total;Ambos sexos;16 País Vasco;2017T3;905,1
Total;Ambos sexos;16 País Vasco;2017T2;903,4
Total;Ambos sexos;16 País Vasco;2017T1;894,4
Total;Ambos sexos;16 País Vasco;2016T4;902,1
Total;Ambos sexos;16 País Vasco;2016T3;907,6
Total;Ambos sexos;16 País Vasco;2016T2;900,7
Total;Ambos sexos;16 País Vasco;2016T1;896,8
Total;Ambos sexos;17 Rioja, La;2025T3;154,6
Total;Ambos sexos;17 Rioja, La;2025T2;152,9
Total;Ambos sexos;17 Rioja, La;2025T1;148,5
Total;Ambos sexos;17 Rioja, La;2024T4;150,9
Total;Ambos sexos;17 Rioja, La;2024T3;144,5
Total;Ambos sexos;17 Rioja, La;2024T2;146,3
Total;Ambos sexos;17 Rioja, La;2024T1;143,1
Total;Ambos sexos;17 Rioja, La;2023T4;144,4
Total;Ambos sexos;17 Rioja, La;2023T3;147,9
Total;Ambos sexos;17 Rioja, La;2023T2;148,8
Total;Ambos sexos;17 Rioja, La;2023T1;145,4
Total;Ambos sexos;17 Rioja, La;2022T4;148,0
Total;Ambos sexos;17 Rioja, La;2022T3;147,6
Total;Ambos sexos;17 Rioja, La;2022T2;144,8
Total;Ambos sexos;17 Rioja, La;2022T1;142,7
Total;Ambos sexos;17 Rioja, La;2021T4;143,6
Total;Ambos sexos;17 Rioja, La;2021T3;142,6
Total;Ambos sexos;17 Rioja, La;2021T2;144,8
Total;Ambos sexos;17 Rioja, La;2021T1;139,0
Total;Ambos sexos;17 Rioja, La;2020T4;141,0
Total;Ambos sexos;17 Rioja, La;2020T3;136,5
Total;Ambos sexos;17 Rioja, La;2020T2;135,1
Total;Ambos sexos;17 Rioja, La;2020T1;138,8
Total;Ambos sexos;17 Rioja, La;2019T4;140,6
Total;Ambos sexos;17 Rioja, La;2019T3;141,3
Total;Ambos sexos;17 Rioja, La;2019T2;142,3
Total;Ambos sexos;17 Rioja, La;2019T1;138,3
Total;Ambos sexos;17 Rioja, La;2018T4;138,8
Total;Ambos sexos;17 Rioja, La;2018T3;140,3
Total;Ambos sexos;17 Rioja, La;2018T2;138,1
Total;Ambos sexos;17 Rioja, La;2018T1;134,9
Total;Ambos sexos;17 Rioja, La;2017T4;135,3
Total;Ambos sexos;17 Rioja, La;2017T3;132,5
Total;Ambos sexos;17 Rioja, La;2017T2;135,6
Total;Ambos sexos;17 Rioja, La;2017T1;134,3
Total;Ambos sexos;17 Rioja, La;2016T4;135,8
Total;Ambos sexos;17 Rioja, La;2016T3;132,5
Total;Ambos sexos;17 Rioja, La;2016T2;131,9
Total;Ambos sexos;17 Rioja, La;2016T1;130,3
Total;Ambos sexos;18 Ceuta;2025T3;29,5
Total;Ambos sexos;18 Ceuta;2025T2;31,9
Total;Ambos sexos;18 Ceuta;2025T1;29,2
Total;Ambos sexos;18 Ceuta;2024T4;30,7
Total;Ambos sexos;18 Ceuta;2024T3;29,0
Total;Ambos sexos;18 Ceuta;2024T2;28,9
Total;Ambos sexos;18 Ceuta;2024T1;27,5
Total;Ambos sexos;18 Ceuta;2023T4;26,2
Total;Ambos sexos;18 Ceuta;2023T3;28,9
Total;Ambos sexos;18 Ceuta;2023T2;27,9
Total;Ambos sexos;18 Ceuta;2023T1;28,7
Total;Ambos sexos;18 Ceuta;2022T4;27,1
Total;Ambos sexos;18 Ceuta;2022T3;27,7
Total;Ambos sexos;18 Ceuta;2022T2;29,3
Total;Ambos sexos;18 Ceuta;2022T1;26,8
Total;Ambos sexos;18 Ceuta;2021T4;24,8
Total;Ambos sexos;18 Ceuta;2021T3;24,0
Total;Ambos sexos;18 Ceuta;2021T2;26,2
Total;Ambos sexos;18 Ceuta;2021T1;24,1
Total;Ambos sexos;18 Ceuta;2020T4;27,1
Total;Ambos sexos;18 Ceuta;2020T3;26,8
Total;Ambos sexos;18 Ceuta;2020T2;28,8
Total;Ambos sexos;18 Ceuta;2020T1;29,3
Total;Ambos sexos;18 Ceuta;2019T4;28,0
Total;Ambos sexos;18 Ceuta;2019T3;27,4
Total;Ambos sexos;18 Ceuta;2019T2;28,5
Total;Ambos sexos;18 Ceuta;2019T1;29,3
Total;Ambos sexos;18 Ceuta;2018T4;27,7
Total;Ambos sexos;18 Ceuta;2018T3;26,8
Total;Ambos sexos;18 Ceuta;2018T2;28,6
Total;Ambos sexos;18 Ceuta;2018T1;26,6
Total;Ambos sexos;18 Ceuta;2017T4;27,6
Total;Ambos sexos;18 Ceuta;2017T3;27,9
Total;Ambos sexos;18 Ceuta;2017T2;28,7
Total;Ambos sexos;18 Ceuta;2017T1;28,7
Total;Ambos sexos;18 Ceuta;2016T4;27,9
Total;Ambos sexos;18 Ceuta;2016T3;27,7
Total;Ambos sexos;18 Ceuta;2016T2;28,1
Total;Ambos sexos;18 Ceuta;2016T1;28,1
Total;Ambos sexos;19 Melilla;2025T3;27,9
Total;Ambos sexos;19 Melilla;2025T2;26,6
Total;Ambos sexos;19 Melilla;2025T1;29,2
Total;Ambos sexos;19 Melilla;2024T4;28,6
Total;Ambos sexos;19 Melilla;2024T3;29,6
Total;Ambos sexos;19 Melilla;2024T2;27,0
Total;Ambos sexos;19 Melilla;2024T1;26,7
Total;Ambos sexos;19 Melilla;2023T4;26,3
Total;Ambos sexos;19 Melilla;2023T3;28,4
Total;Ambos sexos;19 Melilla;2023T2;28,0
Total;Ambos sexos;19 Melilla;2023T1;24,8
Total;Ambos sexos;19 Melilla;2022T4;26,9
Total;Ambos sexos;19 Melilla;2022T3;28,6
Total;Ambos sexos;19 Melilla;2022T2;27,7
Total;Ambos sexos;19 Melilla;2022T1;28,4
Total;Ambos sexos;19 Melilla;2021T4;29,4
Total;Ambos sexos;19 Melilla;2021T3;29,7
Total;Ambos sexos;19 Melilla;2021T2;29,4
Total;Ambos sexos;19 Melilla;2021T1;29,6
Total;Ambos sexos;19 Melilla;2020T4;31,3
Total;Ambos sexos;19 Melilla;2020T3;30,5
Total;Ambos sexos;19 Melilla;2020T2;29,5
Total;Ambos sexos;19 Melilla;2020T1;28,3
Total;Ambos sexos;19 Melilla;2019T4;26,9
Total;Ambos sexos;19 Melilla;2019T3;26,1
Total;Ambos sexos;19 Melilla;2019T2;28,7
Total;Ambos sexos;19 Melilla;2019T1;29,5
Total;Ambos sexos;19 Melilla;2018T4;29,7
Total;Ambos sexos;19 Melilla;2018T3;30,7
Total;Ambos sexos;19 Melilla;2018T2;28,8
Total;Ambos sexos;19 Melilla;2018T1;27,7
Total;Ambos sexos;19 Melilla;2017T4;28,6
Total;Ambos sexos;19 Melilla;2017T3;27,6
Total;Ambos sexos;19 Melilla;2017T2;26,1
Total;Ambos sexos;19 Melilla;2017T1;25,4
Total;Ambos sexos;19 Melilla;2016T4;27,0
Total;Ambos sexos;19 Melilla;2016T3;25,5
Total;Ambos sexos;19 Melilla;2016T2;23,8
Total;Ambos sexos;19 Melilla;2016T1;24,4
Total;Hombres;Total Nacional;2025T3;11.985,4
Total;Hombres;Total Nacional;2025T2;11.878,4
Total;Hombres;Total Nacional;2025T1;11.612,5
Total;Hombres;Total Nacional;2024T4;11.706,6
Total;Hombres;Total Nacional;2024T3;11.710,5
Total;Hombres;Total Nacional;2024T2;11.595,6
Total;Hombres;Total Nacional;2024T1;11.393,0
Total;Hombres;Total Nacional;2023T4;11.445,9
Total;Hombres;Total Nacional;2023T3;11.545,9
Total;Hombres;Total Nacional;2023T2;11.423,6
Total;Hombres;Total Nacional;2023T1;11.091,2
Total;Hombres;Total Nacional;2022T4;11.136,0
Total;Hombres;Total Nacional;2022T3;11.292,6
Total;Hombres;Total Nacional;2022T2;11.123,8
Total;Hombres;Total Nacional;2022T1;10.905,9
Total;Hombres;Total Nacional;2021T4;10.930,8
Total;Hombres;Total Nacional;2021T3;10.873,3
Total;Hombres;Total Nacional;2021T2;10.678,2
Total;Hombres;Total Nacional;2021T1;10.450,4
Total;Hombres;Total Nacional;2020T4;10.469,8
Total;Hombres;Total Nacional;2020T3;10.454,2
Total;Hombres;Total Nacional;2020T2;10.133,4
Total;Hombres;Total Nacional;2020T1;10.661,2
Total;Hombres;Total Nacional;2019T4;10.808,6
Total;Hombres;Total Nacional;2019T3;10.824,5
Total;Hombres;Total Nacional;2019T2;10.750,2
Total;Hombres;Total Nacional;2019T1;10.599,1
Total;Hombres;Total Nacional;2018T4;10.653,1
Total;Hombres;Total Nacional;2018T3;10.662,4
Total;Hombres;Total Nacional;2018T2;10.528,3
Total;Hombres;Total Nacional;2018T1;10.284,0
Total;Hombres;Total Nacional;2017T4;10.339,2
Total;Hombres;Total Nacional;2017T3;10.420,5
Total;Hombres;Total Nacional;2017T2;10.256,9
Total;Hombres;Total Nacional;2017T1;10.048,5
Total;Hombres;Total Nacional;2016T4;10.071,9
Total;Hombres;Total Nacional;2016T3;10.112,8
Total;Hombres;Total Nacional;2016T2;9.971,1
Total;Hombres;Total Nacional;2016T1;9.847,4
Total;Hombres;01 Andalucía;2025T3;2.006,3
Total;Hombres;01 Andalucía;2025T2;1.952,2
Total;Hombres;01 Andalucía;2025T1;1.931,6
Total;Hombres;01 Andalucía;2024T4;1.933,3
Total;Hombres;01 Andalucía;2024T3;1.952,3
Total;Hombres;01 Andalucía;2024T2;1.921,7
Total;Hombres;01 Andalucía;2024T1;1.875,1
Total;Hombres;01 Andalucía;2023T4;1.881,4
Total;Hombres;01 Andalucía;2023T3;1.871,3
Total;Hombres;01 Andalucía;2023T2;1.873,8
Total;Hombres;01 Andalucía;2023T1;1.854,4
Total;Hombres;01 Andalucía;2022T4;1.824,1
Total;Hombres;01 Andalucía;2022T3;1.864,2
Total;Hombres;01 Andalucía;2022T2;1.847,3
Total;Hombres;01 Andalucía;2022T1;1.818,6
Total;Hombres;01 Andalucía;2021T4;1.827,2
Total;Hombres;01 Andalucía;2021T3;1.781,3
Total;Hombres;01 Andalucía;2021T2;1.792,2
Total;Hombres;01 Andalucía;2021T1;1.744,1
Total;Hombres;01 Andalucía;2020T4;1.769,1
Total;Hombres;01 Andalucía;2020T3;1.729,1
Total;Hombres;01 Andalucía;2020T2;1.683,4
Total;Hombres;01 Andalucía;2020T1;1.775,2
Total;Hombres;01 Andalucía;2019T4;1.779,1
Total;Hombres;01 Andalucía;2019T3;1.774,3
Total;Hombres;01 Andalucía;2019T2;1.784,4
Total;Hombres;01 Andalucía;2019T1;1.770,4
Total;Hombres;01 Andalucía;2018T4;1.781,2
Total;Hombres;01 Andalucía;2018T3;1.746,6
Total;Hombres;01 Andalucía;2018T2;1.726,6
Total;Hombres;01 Andalucía;2018T1;1.696,4
Total;Hombres;01 Andalucía;2017T4;1.694,5
Total;Hombres;01 Andalucía;2017T3;1.686,1
Total;Hombres;01 Andalucía;2017T2;1.669,6
Total;Hombres;01 Andalucía;2017T1;1.657,0
Total;Hombres;01 Andalucía;2016T4;1.622,7
Total;Hombres;01 Andalucía;2016T3;1.619,2
Total;Hombres;01 Andalucía;2016T2;1.598,8
Total;Hombres;01 Andalucía;2016T1;1.599,9
Total;Hombres;02 Aragón;2025T3;339,0
Total;Hombres;02 Aragón;2025T2;342,7
Total;Hombres;02 Aragón;2025T1;341,9
Total;Hombres;02 Aragón;2024T4;337,3
Total;Hombres;02 Aragón;2024T3;336,6
Total;Hombres;02 Aragón;2024T2;337,5
Total;Hombres;02 Aragón;2024T1;339,3
Total;Hombres;02 Aragón;2023T4;334,1
Total;Hombres;02 Aragón;2023T3;331,7
Total;Hombres;02 Aragón;2023T2;336,3
Total;Hombres;02 Aragón;2023T1;327,1
Total;Hombres;02 Aragón;2022T4;329,5
Total;Hombres;02 Aragón;2022T3;329,9
Total;Hombres;02 Aragón;2022T2;326,7
Total;Hombres;02 Aragón;2022T1;323,7
Total;Hombres;02 Aragón;2021T4;321,9
Total;Hombres;02 Aragón;2021T3;326,1
Total;Hombres;02 Aragón;2021T2;319,9
Total;Hombres;02 Aragón;2021T1;314,3
Total;Hombres;02 Aragón;2020T4;311,5
Total;Hombres;02 Aragón;2020T3;309,4
Total;Hombres;02 Aragón;2020T2;307,8
Total;Hombres;02 Aragón;2020T1;314,2
Total;Hombres;02 Aragón;2019T4;323,2
Total;Hombres;02 Aragón;2019T3;327,8
Total;Hombres;02 Aragón;2019T2;322,3
Total;Hombres;02 Aragón;2019T1;319,4
Total;Hombres;02 Aragón;2018T4;315,7
Total;Hombres;02 Aragón;2018T3;319,7
Total;Hombres;02 Aragón;2018T2;314,6
Total;Hombres;02 Aragón;2018T1;307,6
Total;Hombres;02 Aragón;2017T4;314,8
Total;Hombres;02 Aragón;2017T3;318,5
Total;Hombres;02 Aragón;2017T2;319,4
Total;Hombres;02 Aragón;2017T1;309,8
Total;Hombres;02 Aragón;2016T4;311,7
Total;Hombres;02 Aragón;2016T3;310,1
Total;Hombres;02 Aragón;2016T2;305,4
Total;Hombres;02 Aragón;2016T1;307,2
Total;Hombres;03 Asturias, Principado de;2025T3;226,5
Total;Hombres;03 Asturias, Principado de;2025T2;227,1
Total;Hombres;03 Asturias, Principado de;2025T1;220,0
Total;Hombres;03 Asturias, Principado de;2024T4;222,7
Total;Hombres;03 Asturias, Principado de;2024T3;220,6
Total;Hombres;03 Asturias, Principado de;2024T2;206,1
Total;Hombres;03 Asturias, Principado de;2024T1;204,3
Total;Hombres;03 Asturias, Principado de;2023T4;200,5
Total;Hombres;03 Asturias, Principado de;2023T3;202,9
Total;Hombres;03 Asturias, Principado de;2023T2;203,3
Total;Hombres;03 Asturias, Principado de;2023T1;192,8
Total;Hombres;03 Asturias, Principado de;2022T4;194,2
Total;Hombres;03 Asturias, Principado de;2022T3;200,7
Total;Hombres;03 Asturias, Principado de;2022T2;201,1
Total;Hombres;03 Asturias, Principado de;2022T1;209,0
Total;Hombres;03 Asturias, Principado de;2021T4;209,1
Total;Hombres;03 Asturias, Principado de;2021T3;205,8
Total;Hombres;03 Asturias, Principado de;2021T2;204,0
Total;Hombres;03 Asturias, Principado de;2021T1;202,1
Total;Hombres;03 Asturias, Principado de;2020T4;200,5
Total;Hombres;03 Asturias, Principado de;2020T3;198,3
Total;Hombres;03 Asturias, Principado de;2020T2;188,5
Total;Hombres;03 Asturias, Principado de;2020T1;198,9
Total;Hombres;03 Asturias, Principado de;2019T4;202,3
Total;Hombres;03 Asturias, Principado de;2019T3;200,0
Total;Hombres;03 Asturias, Principado de;2019T2;200,7
Total;Hombres;03 Asturias, Principado de;2019T1;200,6
Total;Hombres;03 Asturias, Principado de;2018T4;202,6
Total;Hombres;03 Asturias, Principado de;2018T3;206,0
Total;Hombres;03 Asturias, Principado de;2018T2;208,1
Total;Hombres;03 Asturias, Principado de;2018T1;201,0
Total;Hombres;03 Asturias, Principado de;2017T4;201,2
Total;Hombres;03 Asturias, Principado de;2017T3;204,9
Total;Hombres;03 Asturias, Principado de;2017T2;210,0
Total;Hombres;03 Asturias, Principado de;2017T1;206,2
Total;Hombres;03 Asturias, Principado de;2016T4;203,4
Total;Hombres;03 Asturias, Principado de;2016T3;200,9
Total;Hombres;03 Asturias, Principado de;2016T2;192,6
